SRSXF.KEY$,SRSXF.NOTCH.NO%,SRSXF.SHELF.KEY%,SRSXF.SHELF.DESC$
<:5508000509,5,71,400 Glass Shelf                                     
<78908000402,2,897,400 GF/GL Lower Base Shelf                          
32500800011<,14,1816,Hanging Dump Bin incl Ticket H                      
=2::08000102,20,534,BFSDU Shelf                                         
>9<07000101,0,433,IQM Single Half Width Shelf                         
509708000105,0,1704,Three Way Gondola Shelf - Left                      
118:08000=04,13,901,400 Wood Shelf with Dividers                        
>5908000107,1,825,300mm Metal Gondola Base Shelf                      
6:808000102,24,41,400 Wood Shelf                                      
8::<08000101,0,321,15" Mid Gondola Promotional Un                      
796=08000303,29,41,400 Wood Shelf                                      
=3::08000103,15,1701,Three Way Gondola Shelf - Left                      
:40308000<04,6,41,400 Wood Shelf                                      
<=:308000101,0,1540,300mm Mid Gondola Site                              
=8008000104,13,901,400 Wood Shelf with Dividers                        
399:08000103,10,534,BFSDU Shelf                                         
7:8;08000203,42,1373,Wrigleys Gum Merchandiser - Ba                      
609208000604,5,901,400 Wood Shelf with Dividers                        
471208000107,5,1004,400mm Metal Wall Base Shelf wi                      
8=9:08000502,21,41,400 Wood Shelf                                      
115?08000102,22,901,400 Wood Shelf with Dividers                        
59108000301,52,319,Fragrance Shelf                                     
>5908000303,18,1556,Dummy Pack - Tray                                   
<>2608000702,25,115,300 Glass Shelf with dividers                       
<:5508000904,5,71,400 Glass Shelf                                     
:1:708000103,31,29,400 Wood Shelf with dividers                        
181008000401,41,945,Upward Extended AS15 Bar with                       
><5208000301,48,904,300 Glass Shelf with Dividers                       
=8008000303,21,901,400 Wood Shelf with Dividers                        
<>2608000803,25,115,300 Glass Shelf with dividers                       
796=08000104,13,41,400 Wood Shelf                                      
685508000301,68,881,Clip Strip                                          
<7<08000203,29,41,400 Wood Shelf                                      
<:5508000807,12,71,400 Glass Shelf                                     
<:8808000125,0,934,400mm Metal Gondola Base Shelf                      
529<08000102,22,534,BFSDU Shelf                                         
796=08000504,25,29,400 Wood Shelf with dividers                        
449508000101,0,326,12" Mid Gondola Promotional Un                      
>5908000309,1,825,300mm Metal Gondola Base Shelf                      
35:908000102,23,534,BFSDU Shelf                                         
2<9?08000101,0,321,15" Mid Gondola Promotional Un                      
1=9308000105,2,1480,TOD 500 Shelf (Inc EPOS Strip)                      
>?7=08000405,1,30,400 Base with dividers                              
264208000;05,12,1252,400 Wood Shelf with Navigation                      
689108000301,52,319,Fragrance Shelf                                     
133>08000<08,40,990,400mm Metal Shelf with Divider                      
457708000905,5,901,400 Wood Shelf with Dividers                        
289>08000102,23,1248,Three Way Gondola Shelf - Cent                      
550;07000101,0,42,                                                    
:40308000=03,16,41,400 Wood Shelf                                      
33??07000105,5,923,400mm Metal Wall Base Shelf                         
489508000103,6,534,BFSDU Shelf                                         
10480800010>,15,896,300 Wood Shelf with Dividers                        
1>;908000103,14,1704,Three Way Gondola Shelf - Left                      
264208000;02,33,1252,400 Wood Shelf with Navigation                      
=1:<08000103,15,1704,Three Way Gondola Shelf - Left                      
118:08000504,14,901,400 Wood Shelf with Dividers                        
9<9>08000101,0,321,15" Mid Gondola Promotional Un                      
199308000105,2,1480,TOD 500 Shelf (Inc EPOS Strip)                      
94508000502,30,41,400 Wood Shelf                                      
=2::08000103,11,534,BFSDU Shelf                                         
<>4?0800010<,26,1816,Hanging Dump Bin incl Ticket H                      
<::608000101,0,42,                                                    
4=7505000?01,1,891,300mm Metal Gondola Base Shelf                      
48??07000203,15,41,400 Wood Shelf                                      
118:08000604,6,901,400 Wood Shelf with Dividers                        
399:08000102,21,534,BFSDU Shelf                                         
264208000905,12,1252,400 Wood Shelf with Navigation                      
=36;08000402,26,41,400 Wood Shelf                                      
>86108000203,36,319,Fragrance Shelf                                     
349708000102,13,534,BFSDU Shelf                                         
8=9:08000503,11,41,400 Wood Shelf                                      
69908000101,0,326,12" Mid Gondola Promotional Un                      
<28:08000603,16,41,400 Wood Shelf                                      
489508000102,16,534,BFSDU Shelf                                         
93:508000104,0,1248,Three Way Gondola Shelf - Cent                      
118:08000502,31,41,400 Wood Shelf                                      
4?7:08000401,34,41,400 Wood Shelf                                      
=99308000101,0,321,15" Mid Gondola Promotional Un                      
493908000104,6,12,FSDU 300 shelf                                      
=;0008000404,7,41,400 Wood Shelf                                      
93;70800020<,1,1839,Queue System Shelf                                  
471208000102,42,901,400 Wood Shelf with Dividers                        
058808000304,38,1765,Glasses Frame Support Column                        
:59=08000101,30,1704,Three Way Gondola Shelf - Left                      
8:9?08000101,0,56,200 Wood Shelf                                      
=36;08000903,2,897,400 GF/GL Lower Base Shelf                          
3;6108000303,36,319,Fragrance Shelf                                     
7?7<08000404,22,91,15" Acrylic SlopingTray                             
48??07000405,2,897,400 GF/GL Lower Base Shelf                          
<:5508000606,13,71,400 Glass Shelf                                     
?;<08000404,17,29,400 Wood Shelf with dividers                        
518;08000405,11,29,400 Wood Shelf with dividers                        
518;08000401,37,29,400 Wood Shelf with dividers                        
2;9>08000104,8,1704,Three Way Gondola Shelf - Left                      
34:908000105,0,1701,Three Way Gondola Shelf - Left                      
28<108000101,1,42,                                                    
<>1808000322,33,901,400 Wood Shelf with Dividers                        
<:4608000707,2,897,400 GF/GL Lower Base Shelf                          
